City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Carutapera,BR,-1.195,-46.02,84.45,62,38,10.18,scattered clouds
350,Pedernales,DO,18.0384,-71.744,83.44,69,5,5.91,clear sky
351,Marsaxlokk,MT,35.8419,14.5431,77.07,69,20,5.75,few clouds
352,Langxiang,CN,46.95,128.8833,50.04,95,50,3.13,scattered clouds
353,Thunder Bay,CA,48.4001,-89.3168,57.72,54,100,10.94,overcast clouds
354,Narrabri,AU,-30.3167,149.7833,51.53,91,0,1.01,clear sky
355,Bonavista,CA,48.6499,-53.1147,55.94,88,100,6.98,light rain
356,Portel,BR,-1.9356,-50.8211,91.83,44,67,4.34,broken clouds
357,Anito,PH,12.4497,125.2886,78.24,88,100,7.47,overcast clouds
358,Nador,MA,35.174,-2.9287,71.85,60,20,14.97,few clouds
359,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,90,100,14.23,overcast clouds
360,Pahrump,US,36.2083,-115.9839,93.83,17,8,8.01,clear sky
361,Owando,CG,-0.4819,15.8999,74.23,83,71,1.54,broken clouds
362,Hofn,IS,64.2539,-15.2082,47.55,97,100,13.22,overcast clouds
363,Amuntai,ID,-2.4177,115.2494,74.08,97,100,1.7,overcast clouds
364,Mount Gambier,AU,-37.8333,140.7667,44.51,100,100,3.44,fog
365,Abnub,EG,27.2696,31.1511,92.93,21,0,18.25,clear sky
366,Kamloops,CA,50.6665,-120.3192,67.75,61,100,5.01,overcast clouds
367,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,98.15,32,97,4.79,overcast clouds
368,Ostrovnoy,RU,68.0531,39.5131,35.73,70,98,10.54,overcast clouds
369,Moa,CU,20.6569,-74.9403,82.38,80,100,4.07,overcast clouds
370,Meulaboh,ID,4.1363,96.1285,74.77,94,100,5.1,moderate rain
371,Primorsko-Akhtarsk,RU,46.0497,38.1747,63.97,79,0,2.68,clear sky
372,Pangody,RU,65.85,74.4859,30.85,75,98,5.28,overcast clouds
373,Zhezkazgan,KZ,47.8043,67.7144,37.18,27,63,14.83,broken clouds
374,Laguna,US,38.421,-121.4238,85.42,48,0,9.22,clear sky
375,Jumla,NP,29.2747,82.1838,52.29,86,5,4.07,clear sky
376,Venado Tuerto,AR,-33.7456,-61.9688,68.77,17,98,8.93,overcast clouds
377,Havoysund,NO,70.9963,24.6622,46.63,76,82,12.71,broken clouds
378,Comodoro Rivadavia,AR,-45.8667,-67.5,73.26,13,0,19.57,clear sky
379,Mawlaik,MM,23.6333,94.4167,77.72,86,66,1.01,broken clouds
380,Gari,RU,59.4307,62.3497,23.14,87,12,4.83,few clouds
381,Beckley,US,37.7782,-81.1882,62.67,64,75,9.22,broken clouds
382,La Guacamaya,HN,15.25,-87.8,64.51,90,100,3.71,overcast clouds
383,Shihezi,CN,44.3,86.0333,54.52,62,96,9.37,overcast clouds
384,Grindavik,IS,63.8424,-22.4338,50.47,100,100,12.66,overcast clouds
385,Banyo,CM,6.75,11.8167,64.4,97,80,2.33,light rain
386,El Dorado,US,38.7666,-120.5177,81.37,35,0,1.01,clear sky
387,Pevek,RU,69.7008,170.3133,26.26,67,1,4.56,clear sky
388,Pimentel,PE,-6.8367,-79.9342,68.29,64,0,20.71,clear sky
389,At-Bashi,KG,41.1702,75.8106,48.94,29,66,1.59,broken clouds
390,Guerrero Negro,MX,27.9769,-114.0611,80.6,62,0,9.64,clear sky
391,Anadyr,RU,64.75,177.4833,28.9,79,0,4.47,clear sky
392,Komsomolskiy,UZ,40.4272,71.7189,66.92,45,100,2.3,overcast clouds
393,Port Macquarie,AU,-31.4333,152.9167,60.89,86,100,20.78,overcast clouds
394,Ibra,OM,22.6906,58.5334,79.03,67,1,8.81,clear sky
395,Katherine,AU,-14.4667,132.2667,79.12,57,16,8.05,few clouds
396,Progreso,MX,21.2833,-89.6667,87.12,58,24,14.05,few clouds
397,Dudinka,RU,69.4058,86.1778,31.62,98,99,8.01,overcast clouds
398,Nyurba,RU,63.2842,118.3319,24.62,96,92,3.83,overcast clouds
399,Roanoke,US,37.271,-79.9414,71.04,53,20,13.8,few clouds
400,Sur,OM,22.5667,59.5289,80.47,75,0,15.55,clear sky
401,Lima,PE,-12.0432,-77.0282,62.85,63,0,8.05,clear sky
402,Samarai,PG,-10.6167,150.6667,80.78,79,2,8.59,clear sky
403,Naples,IT,40.8333,14.25,72.21,85,40,6.91,scattered clouds
404,Harper,LR,4.375,-7.7169,76.51,85,17,6.6,few clouds
405,Pawayan,IN,28.0667,80.1,75.07,77,3,2.77,clear sky
406,Llandrindod Wells,GB,52.2416,-3.3787,53.38,84,100,2.91,overcast clouds
407,Airai,TL,-8.9266,125.4092,61.41,92,73,1.63,broken clouds
408,Pitimbu,BR,-7.4706,-34.8086,82.99,73,66,13.18,broken clouds
409,Tilichiki,RU,60.4667,166.1,42.75,95,100,9.48,moderate rain
410,Japura,ID,-0.3167,102.35,73.85,97,100,1.77,overcast clouds
411,Cervo,ES,43.6702,-7.4101,58.96,76,26,8.61,scattered clouds
412,Luderitz,NA,-26.6481,15.1594,58.01,84,0,16.78,clear sky
413,Cockburn Town,TC,21.4612,-71.1419,81.21,74,13,10.87,few clouds
414,Sitka,US,57.0531,-135.33,58.89,82,100,10.36,overcast clouds
415,Bahia Blanca,AR,-38.7196,-62.2724,71.76,27,73,10.31,broken clouds
416,Tombouctou,ML,20.0,-3.0,99.61,14,41,8.14,scattered clouds
417,Westport,US,41.1415,-73.3579,67.95,55,20,9.22,few clouds
418,Tigil,RU,57.8,158.6667,39.02,94,100,9.55,light rain
419,Simbahan,PH,6.3032,120.5836,82.58,76,100,7.81,overcast clouds
420,Paragominas,BR,-2.9667,-47.4833,94.84,33,93,5.53,overcast clouds
421,Matveyev Kurgan,RU,47.5645,38.8695,65.52,72,62,3.6,broken clouds
422,Beringovskiy,RU,63.05,179.3167,33.13,63,15,5.19,few clouds
423,Gaoua,BF,10.2992,-3.2508,76.57,80,72,4.63,broken clouds
424,Nishihara,JP,26.1842,127.7558,78.08,89,0,1.14,clear sky
425,Kannur,IN,11.8675,75.3576,76.91,89,81,5.48,broken clouds
426,Tuatapere,NZ,-46.1333,167.6833,37.65,83,88,0.63,overcast clouds
427,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,60,40,18.41,scattered clouds
428,Motygino,RU,58.1831,94.7592,33.55,99,100,3.87,light snow
429,Natal,BR,-5.795,-35.2094,83.05,65,75,14.97,broken clouds
430,Deputatskiy,RU,69.3,139.9,13.05,97,100,0.43,overcast clouds
431,Gushikawa,JP,26.3544,127.8686,78.03,88,0,4.41,clear sky
432,Wuning,CN,29.2589,120.2311,70.48,97,100,1.66,overcast clouds
433,Sinazongwe,ZM,-17.2614,27.4618,76.87,42,0,4.03,clear sky
434,Aviles,ES,43.5547,-5.9248,61.99,72,75,5.75,broken clouds
435,Skelleftea,SE,64.7507,20.9528,45.0,97,75,8.05,broken clouds
436,Sorong,ID,-0.8833,131.25,78.08,83,69,3.65,broken clouds
437,Bocaiuva,BR,-17.1078,-43.815,90.54,28,74,7.52,broken clouds
438,Petrov Val,RU,50.1434,45.2096,59.7,75,11,6.8,few clouds
439,Wollongong,AU,-34.4333,150.8833,58.06,83,55,19.15,light rain
440,Ust-Maya,RU,60.4167,134.5333,25.86,74,100,3.91,overcast clouds
441,Bubaque,GW,11.2833,-15.8333,80.6,75,100,9.08,overcast clouds
442,Necochea,AR,-38.5473,-58.7368,64.0,37,100,12.17,overcast clouds
443,Sandwick,GB,60.0,-1.25,51.62,93,75,6.91,broken clouds
444,Kindersley,CA,51.4668,-109.1682,73.42,31,100,21.85,overcast clouds
445,Ossora,RU,59.2353,163.0719,44.78,91,100,21.56,moderate rain
446,Marsabit,KE,2.3284,37.9899,72.45,38,77,18.41,broken clouds
447,San Pedro De Macoris,DO,18.4616,-69.2972,89.73,71,76,6.35,broken clouds
448,Lavrentiya,RU,65.5833,-171.0,35.96,73,97,13.53,overcast clouds
449,Elat,IL,29.5581,34.9482,89.44,29,0,16.11,clear sky
450,Kamaishi,JP,39.2667,141.8833,63.54,72,35,4.12,scattered clouds
451,Altamira,BR,-3.2033,-52.2064,95.13,34,100,1.66,overcast clouds
452,Presidente Medici,BR,-11.1753,-61.9014,87.48,53,100,8.9,overcast clouds
453,Tocopilla,CL,-22.092,-70.1979,62.92,68,19,9.17,few clouds
454,Nemuro,JP,43.3236,145.575,57.88,75,20,7.34,few clouds
455,Jatiroto,ID,-7.8833,111.1167,74.57,86,100,3.22,overcast clouds
456,Port-Gentil,GA,-0.7193,8.7815,76.96,83,20,4.61,few clouds
457,Catalina,US,32.5056,-110.9211,82.26,47,100,1.01,overcast clouds
458,Inirida,CO,3.8653,-67.9239,94.26,44,100,2.06,overcast clouds
459,Soyo,AO,-6.1349,12.3689,75.38,85,7,7.58,clear sky
460,Avera,US,33.194,-82.5271,68.05,49,100,20.69,overcast clouds
461,Podosinovets,RU,60.2776,47.0659,34.74,96,100,8.95,light snow
462,Udarnyy,RU,54.3409,42.8611,49.91,91,100,1.39,overcast clouds
463,Ambilobe,MG,-13.2,49.05,67.73,70,0,3.76,clear sky
464,Dwarka,IN,22.2394,68.9678,80.44,70,85,7.58,overcast clouds
465,Gurupa,BR,-1.405,-51.64,91.36,45,86,3.91,overcast clouds
466,Male,MV,4.1748,73.5089,80.42,79,82,16.33,heavy intensity rain
467,Vostok,RU,46.4856,135.8833,48.34,89,9,6.08,clear sky
468,Baoying,CN,33.2292,119.3092,63.32,95,23,5.79,few clouds
469,Vestmannaeyjar,IS,63.4427,-20.2734,50.32,93,100,13.8,light rain
470,Fleetwood,GB,53.9253,-3.0109,56.03,76,20,5.75,few clouds
471,Victoria,HK,22.2855,114.1577,83.25,88,97,15.99,overcast clouds
472,Serenje,ZM,-13.2325,30.2352,65.95,41,0,4.88,clear sky
473,Mahibadhoo,MV,3.7833,72.9667,79.9,81,96,19.19,heavy intensity rain
474,Svetlaya,RU,46.5389,138.3297,52.2,81,24,7.34,few clouds
475,Muli,MV,2.9167,73.5667,80.28,79,100,19.77,overcast clouds
476,Bairiki,KI,1.3292,172.9752,82.4,78,40,9.22,scattered clouds
477,Gamba,GA,-2.65,10.0,75.61,83,1,5.41,clear sky
478,Evensk,RU,61.95,159.2333,35.1,97,100,19.39,snow
479,Talakan,RU,50.3167,130.3667,40.93,96,87,3.78,overcast clouds
480,San Pedro,PH,14.35,121.0167,79.27,92,75,3.44,broken clouds
481,Khatassy,RU,61.9036,129.6383,28.38,92,32,4.16,scattered clouds
482,Andenes,NO,69.3143,16.1194,47.93,87,0,5.75,clear sky
483,Hartselle,US,34.4434,-86.9353,75.78,53,0,14.09,clear sky
484,Gataivai,WS,-13.7736,-172.388,78.73,78,22,6.31,light rain
485,Winnemucca,US,40.973,-117.7357,73.45,25,0,10.36,clear sky
486,Leiyang,CN,26.4024,112.8591,77.11,61,100,0.92,overcast clouds
487,Benguela,AO,-12.5763,13.4055,73.62,86,94,6.35,overcast clouds
488,Lewisville,US,33.0462,-96.9942,82.78,36,0,9.22,clear sky
489,Tahta,EG,26.7693,31.5021,91.83,19,0,8.48,clear sky
490,Agadez,NE,19.75,10.25,93.7,11,0,7.52,clear sky
491,Lavras,BR,-21.2453,-44.9997,69.71,66,84,10.02,broken clouds
492,Maniitsoq,GL,65.4167,-52.9,38.97,93,100,11.01,light rain
493,Palmas,BR,-10.2128,-48.3603,98.47,23,0,6.91,clear sky
494,Gilgit,PK,35.9221,74.3087,72.75,43,5,1.79,clear sky
495,Maniwaki,CA,46.3834,-75.966,57.15,47,7,3.44,clear sky
496,Saint-Augustin,CA,51.226,-58.6502,58.5,47,98,7.65,overcast clouds
497,Yamada,JP,39.4667,141.95,61.07,68,21,4.09,few clouds
498,Puerto Escondido,MX,15.85,-97.0667,86.83,54,75,5.75,broken clouds
499,Ust-Barguzin,RU,53.45,108.9833,36.57,83,41,5.93,scattered clouds
500,Taltal,CL,-25.4,-70.4833,61.34,64,22,7.29,few clouds
501,Vallenar,CL,-28.5708,-70.7581,76.53,27,0,8.68,clear sky
502,Namie,JP,37.4833,141.0,57.72,75,0,4.47,clear sky
503,Okhotsk,RU,59.3833,143.3,35.73,73,95,13.67,overcast clouds
504,Hovd,MN,48.0056,91.6419,43.65,41,17,10.18,few clouds
505,Mansa,IN,29.9833,75.3833,78.3,63,0,3.94,clear sky
506,Tessalit,ML,20.1986,1.0114,98.67,12,97,3.65,overcast clouds
507,Ust-Karsk,RU,52.7011,118.8077,26.1,98,100,1.05,overcast clouds
508,Cangzhou,CN,38.3167,116.8667,69.31,55,0,11.92,clear sky
509,Hirara,JP,24.8,125.2833,81.9,72,0,6.78,clear sky
510,Wakkanai,JP,45.4094,141.6739,57.88,79,46,11.54,scattered clouds
511,Lakota,CI,5.8528,-5.6883,72.55,96,85,1.92,overcast clouds
512,Huarmey,PE,-10.0681,-78.1522,67.69,70,11,11.88,few clouds
513,Sayat,TM,38.7839,63.8803,67.87,22,97,9.08,overcast clouds
514,Pueblo Nuevo,MX,23.3833,-105.3833,75.9,37,3,4.52,clear sky
515,Watertown,US,42.3709,-71.1828,67.41,57,75,9.22,broken clouds
516,Seoul,KR,37.5683,126.9778,60.24,97,0,4.61,fog
517,Auki,SB,-8.7676,160.7034,75.99,87,21,3.71,few clouds
518,Cuamba,MZ,-14.8031,36.5372,77.41,29,9,4.92,clear sky
519,Labrea,BR,-7.2586,-64.7981,102.34,22,94,3.51,overcast clouds
520,Sao Filipe,CV,14.8961,-24.4956,80.49,83,6,8.39,clear sky
521,Coffs Harbour,AU,-30.3,153.1333,63.14,67,94,11.5,overcast clouds
522,Hede,CN,33.7681,120.2517,62.55,94,0,5.41,clear sky
523,Cloquet,US,46.7216,-92.4594,60.85,55,0,8.05,clear sky
524,Guasdualito,VE,7.2424,-70.7324,89.6,62,40,4.61,scattered clouds
525,Muroto,JP,33.2833,134.15,74.26,69,0,6.26,clear sky
526,Plaster Rock,CA,46.9065,-67.39,54.12,74,100,8.08,overcast clouds
527,Chunskiy,RU,56.0815,99.6342,34.99,97,100,7.49,overcast clouds
528,Vysha,RU,53.8477,42.3777,49.73,88,100,2.17,overcast clouds
529,Baykit,RU,61.67,96.37,27.55,75,97,3.71,overcast clouds
530,Rocha,UY,-34.4833,-54.3333,58.53,57,100,10.07,overcast clouds
531,Gouyave,GD,12.1646,-61.7296,83.17,79,20,9.22,few clouds
532,Muros,ES,42.7762,-9.0603,62.17,83,4,9.04,clear sky
533,Pangai,TO,-19.8,-174.35,77.11,65,40,14.97,scattered clouds
534,Gazli,UZ,40.1333,63.45,69.17,20,99,18.25,overcast clouds
535,Dawlatabad,AF,36.4141,64.9053,71.22,29,0,1.66,clear sky
536,Alamosa,US,37.4695,-105.87,69.78,30,0,4.61,clear sky
537,Marquette,US,46.5333,-87.6335,63.36,42,6,8.59,clear sky
538,Khomutovka,RU,51.9207,34.5619,50.56,82,83,7.9,broken clouds
539,Barentu,ER,15.1139,37.5928,78.15,53,26,2.82,scattered clouds
540,Fukue,JP,32.6881,128.8419,72.82,68,0,13.82,clear sky
541,Arcachon,FR,44.5875,-1.0519,55.72,82,0,5.75,clear sky
542,Selikhino,RU,50.3672,137.4996,45.88,88,99,5.46,moderate rain
543,Lukow,PL,51.929,22.3796,47.12,72,29,0.78,scattered clouds
544,Kurumkan,RU,54.3,110.3,34.45,77,93,3.44,overcast clouds
545,Yumen,CN,40.2833,97.2,59.56,32,0,8.68,clear sky
546,Dakoro,NE,14.5106,6.765,91.63,38,2,5.77,clear sky
547,Akyab,MM,20.15,92.9,81.32,87,100,8.97,very heavy rain
548,Inta,RU,66.0317,60.1659,27.99,72,13,5.64,few clouds
549,Kjollefjord,NO,70.9457,27.3465,46.45,93,0,8.05,clear sky
550,Zakamensk,RU,50.3741,103.2863,35.92,96,100,2.1,overcast clouds
551,Umm Lajj,SA,25.0213,37.2685,85.73,54,0,6.64,clear sky
552,Bushenyi,UG,-0.5853,30.2114,60.55,88,15,2.44,light rain
553,Champerico,GT,14.3,-91.9167,88.34,71,7,7.47,clear sky
554,Sao Joao Nepomuceno,BR,-21.54,-43.0106,72.59,80,63,4.97,broken clouds
555,Carauari,BR,-4.8828,-66.8958,88.23,56,100,2.24,overcast clouds
556,Kendari,ID,-3.945,122.4989,76.21,92,47,4.14,heavy intensity rain
557,Kuji,JP,40.1878,141.7689,60.58,83,69,3.91,broken clouds
558,Riyadh,SA,24.6877,46.7219,84.34,13,0,10.83,clear sky
559,Nouadhibou,MR,20.931,-17.0347,80.58,61,37,16.11,sand
560,Lagunas,PE,-5.2269,-75.6753,101.28,30,23,3.2,few clouds
561,Guarapuava,BR,-25.3953,-51.4581,55.4,84,100,5.32,overcast clouds
562,Lander,US,42.833,-108.7307,82.11,27,0,10.36,clear sky
563,Kedrovyy,RU,56.1667,91.8167,32.41,95,100,4.88,overcast clouds
564,Killybegs,IE,54.6333,-8.45,53.31,79,100,5.68,overcast clouds
565,Tete,MZ,-16.1564,33.5867,82.49,34,0,6.91,clear sky
566,Gravdal,NO,68.1214,13.5031,46.29,81,0,2.3,clear sky
567,Sinnamary,GF,5.3833,-52.95,82.35,77,36,13.2,scattered clouds
568,Chumikan,RU,54.7183,135.315,35.85,84,91,11.59,overcast clouds
569,Yining,CN,29.0361,114.5636,72.1,79,1,1.01,clear sky
570,Sebinkarahisar,TR,40.2883,38.4236,60.6,56,10,2.46,clear sky
571,Yatou,CN,37.15,122.3833,64.54,88,0,8.21,clear sky
572,Mana,GF,5.6592,-53.7767,84.58,72,14,13.89,few clouds
573,Shenjiamen,CN,29.9576,122.298,74.95,85,97,6.33,overcast clouds
574,Conde,BR,-7.2597,-34.9075,81.86,69,40,14.97,scattered clouds
575,Nurota,UZ,40.5614,65.6886,63.54,25,100,7.72,overcast clouds
576,Shimanovsk,RU,52.0,127.7,37.09,96,100,3.62,overcast clouds
577,Jalu,LY,29.0331,21.5482,93.51,13,0,7.45,clear sky
578,Kota Belud,MY,6.351,116.4305,76.87,84,100,4.83,overcast clouds
579,Hazebrouck,FR,50.7237,2.5373,54.72,79,97,4.72,overcast clouds
580,Shingu,JP,33.7333,135.9833,67.37,91,5,4.76,clear sky
581,Nadvoitsy,RU,63.8667,34.3167,37.29,91,100,9.01,overcast clouds
582,Qinhuangdao,CN,39.9317,119.5883,66.4,79,1,5.35,clear sky
583,Baiyin,CN,36.5583,104.2081,60.28,60,18,3.09,few clouds
584,Aksarka,RU,66.5606,67.7975,27.45,84,76,2.77,broken clouds
585,Ishigaki,JP,24.3448,124.1572,75.33,100,0,2.3,clear sky
586,Wuwei,CN,37.9281,102.6414,61.59,35,100,2.37,overcast clouds
587,Muravlenko,RU,63.7898,74.523,26.1,79,4,8.14,clear sky
588,Santiago Del Estero,AR,-27.7951,-64.2615,76.55,25,38,5.77,scattered clouds
589,Shibetsu,JP,43.659,145.132,54.32,83,35,4.9,scattered clouds
590,Kavieng,PG,-2.5744,150.7967,81.88,74,100,16.49,overcast clouds
591,Leshukonskoye,RU,64.8989,45.7622,33.37,62,100,9.33,overcast clouds
592,Mogadishu,SO,2.0371,45.3438,77.67,83,100,17.11,overcast clouds
593,Griffith,US,41.5284,-87.4237,66.06,59,0,6.91,clear sky
594,Dongsheng,CN,39.8161,109.9776,60.69,41,0,11.21,clear sky
595,Southbridge,US,42.0751,-72.0334,66.18,66,1,4.0,clear sky
596,Gizo,SB,-8.103,156.8419,80.94,73,21,8.41,few clouds
597,Kichmengskiy Gorodok,RU,59.9816,45.7854,35.22,97,100,7.58,snow
598,Tromso,NO,69.6496,18.957,48.38,66,75,4.61,broken clouds
599,Lixourion,GR,38.2019,20.4314,69.8,88,20,0.0,few clouds
600,Lakeway,US,30.3638,-97.9796,93.0,28,0,5.75,clear sky
601,Kawalu,ID,-7.3817,108.2082,71.38,96,99,1.34,overcast clouds
602,Zhaotong,CN,27.3167,103.7167,56.01,94,20,1.99,few clouds
603,Rimavska Sobota,SK,48.3828,20.0224,52.54,97,83,2.53,broken clouds
604,Paita,PE,-5.0892,-81.1144,69.35,71,13,18.5,few clouds
605,Saint-Nazaire,FR,47.2833,-2.2,54.03,90,0,6.91,clear sky
606,Dabakala,CI,8.3667,-4.4333,73.63,92,68,4.14,broken clouds
607,Khorol,UA,49.7837,33.2783,58.08,64,100,8.81,overcast clouds
608,Trail,CA,49.0998,-117.7022,64.98,77,100,3.06,light rain
609,Greven,DE,52.0936,7.594,49.91,90,0,2.3,clear sky
610,Sam Chuk,TH,14.7576,100.0899,75.07,96,100,7.23,overcast clouds
611,Oxelosund,SE,58.6706,17.1015,46.78,87,0,5.75,clear sky
612,Raudeberg,NO,61.9875,5.1352,50.95,73,35,9.4,scattered clouds
613,Labuhan,ID,-6.8844,112.2051,78.24,81,100,7.67,overcast clouds
614,Charters Towers,AU,-20.1,146.2667,62.67,51,5,8.55,clear sky
615,Dunn,US,44.95,-91.8835,65.21,44,0,8.05,clear sky
616,Mouzouras,GR,35.5333,24.15,73.4,94,20,3.44,few clouds
617,Dunmore Town,BS,25.5,-76.65,81.95,80,100,22.64,overcast clouds
618,Barabinsk,RU,55.3571,78.357,27.46,88,85,12.21,overcast clouds
619,Santander,ES,43.4647,-3.8044,62.46,70,40,13.0,scattered clouds
620,Hamilton,US,39.1834,-84.5333,69.26,57,20,13.8,few clouds
621,Puerto Maldonado,PE,-12.6,-69.1833,66.6,88,100,6.91,moderate rain
622,Sangar,RU,63.9242,127.4739,27.64,94,99,6.64,overcast clouds
623,Cocachacra,PE,-17.0883,-71.7575,66.78,62,0,8.9,clear sky
624,Inhambane,MZ,-23.865,35.3833,71.58,88,20,4.61,few clouds
625,Khilok,RU,51.3674,110.4676,40.17,77,100,2.46,overcast clouds
626,Aquin,HT,18.2833,-73.4,82.69,73,42,2.77,scattered clouds
627,Waharoa,NZ,-37.7667,175.7667,60.55,97,100,3.4,light rain
628,Careiro Da Varzea,BR,-3.2003,-59.8119,97.43,21,77,3.91,broken clouds
629,Plainview,US,40.7765,-73.4673,68.86,54,40,11.5,scattered clouds
630,Sola,VU,-13.8833,167.55,80.08,65,75,15.43,broken clouds
631,Vanimo,PG,-2.6741,141.3028,76.26,91,100,5.39,overcast clouds
632,Yar-Sale,RU,66.8333,70.8333,32.25,71,100,2.89,overcast clouds
633,Moba,CN,33.2288,105.0179,54.03,97,100,2.21,overcast clouds
634,Kavaratti,IN,10.5669,72.642,81.19,74,100,11.9,overcast clouds
635,Rio Formoso,BR,-8.6636,-35.1586,79.39,65,77,8.7,broken clouds
636,Halmstad,SE,56.6745,12.8568,52.0,87,100,3.44,overcast clouds
637,Concordia,AR,-31.393,-58.0209,68.07,53,75,11.99,broken clouds
638,Sistranda,NO,63.7256,8.834,51.76,81,100,5.99,overcast clouds
639,Mehamn,NO,71.0357,27.8492,44.51,93,0,8.05,clear sky
640,Atbasar,KZ,51.8,68.3333,30.04,51,6,7.47,clear sky
641,Turukhansk,RU,65.8167,87.9833,23.68,88,100,5.88,overcast clouds
642,Sabang,ID,5.8933,95.3214,79.38,84,100,24.74,light rain
643,Kisangani,CD,0.5167,25.2,72.09,93,96,1.57,light rain
644,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,93,20,8.95,few clouds
645,Jiuquan,CN,39.7432,98.5174,59.2,30,96,4.81,overcast clouds
646,Oranjemund,NA,-28.55,16.4333,56.98,92,1,8.68,clear sky
647,Camargo,MX,27.6667,-105.1667,78.89,22,17,8.14,few clouds
648,Selfoss,IS,63.9331,-20.9971,47.05,90,100,11.48,overcast clouds
649,Rovaniemi,FI,66.5,25.7167,38.61,81,0,12.66,clear sky
650,Abu Samrah,SY,35.3029,37.1841,74.3,63,0,10.27,clear sky
651,Srednekolymsk,RU,67.45,153.6833,23.45,72,16,9.17,few clouds
652,Ballina,AU,-28.8667,153.5667,58.01,90,41,12.82,scattered clouds
653,Tabuk,PH,17.4189,121.4443,73.65,92,95,2.55,overcast clouds
654,Katobu,ID,-4.9408,122.5276,75.47,90,22,3.8,few clouds
655,Tobermory,CA,45.2501,-81.6665,51.3,68,4,3.33,clear sky
656,Axim,GH,4.8699,-2.2405,75.52,88,31,5.91,scattered clouds
657,Sisimiut,GL,66.9395,-53.6735,37.92,92,100,13.09,overcast clouds
658,Brigantine,US,39.4101,-74.3646,70.2,60,20,10.36,few clouds
659,Shubarkuduk,KZ,49.1447,56.4872,55.96,51,100,18.07,overcast clouds
660,Caborca,MX,30.5838,-111.101,79.05,51,91,4.09,overcast clouds
661,Te Anau,NZ,-45.4167,167.7167,32.34,91,6,3.18,clear sky
662,Vawkavysk,BY,53.1561,24.4513,46.53,75,50,5.73,scattered clouds
663,Abha,SA,18.2164,42.5053,66.02,52,0,0.0,clear sky
664,Tornio,FI,65.8481,24.1466,41.02,74,96,10.33,overcast clouds
665,Bondo,CD,3.8146,23.6866,68.86,97,26,1.92,light rain
666,Pedasi,PA,7.5333,-80.0333,82.6,72,59,9.24,broken clouds
667,Ust-Nera,RU,64.5667,143.2,13.62,98,84,2.66,broken clouds
668,Bobcaygeon,CA,44.5462,-78.542,64.89,32,0,4.94,clear sky
669,Mahon,ES,39.8885,4.2658,68.56,68,20,0.0,few clouds
670,Okha,RU,53.5739,142.9478,39.65,69,100,8.39,overcast clouds
671,Luwuk,ID,-0.9516,122.7875,76.51,89,22,1.77,few clouds
672,Celestun,MX,20.8667,-90.4,83.62,57,40,12.73,scattered clouds
673,Poltava,UA,49.5937,34.5407,58.1,59,29,7.0,scattered clouds
674,Tambacounda,SN,13.7539,-13.7586,86.05,84,0,4.61,clear sky
675,Bukama,CD,-9.2,25.85,75.42,67,50,3.49,light rain
676,College,US,64.8569,-147.8028,52.07,59,75,5.01,broken clouds
677,Tari,NG,12.4086,4.4914,82.69,67,76,7.07,broken clouds
678,Sorland,NO,67.667,12.6934,51.66,72,100,4.83,overcast clouds
679,Weyburn,CA,49.6668,-103.8511,80.82,24,10,8.05,clear sky
680,Iznik,TR,40.4286,29.7211,65.95,51,12,1.01,few clouds
681,Seminole,US,28.7086,-81.2081,74.19,89,100,21.85,light rain
682,Juba,SS,4.8517,31.5825,72.91,82,10,3.47,clear sky
683,Kazachinskoye,RU,57.6953,93.2761,33.57,99,100,4.21,light snow
684,Eirunepe,BR,-6.6603,-69.8736,95.83,38,100,1.68,overcast clouds
685,Dekar,BW,-21.5333,21.9333,72.95,26,5,9.24,clear sky
686,Miles City,US,46.4083,-105.8406,81.57,28,0,0.0,clear sky
687,Tinaquillo,VE,9.9186,-68.3047,89.67,82,100,3.36,overcast clouds
